protein	contrast	estimate	pvalue
BRE	LB+NL+ vs LB-NL+	-0.222911999349506	0.286901113828561
BRK1	LB+NL+ vs LB-NL+	0.271149876048184	0.0157546431647194
BROX	LB+NL+ vs LB-NL+	-0.19720082187089	0.105184436155771
BRSK1	LB+NL+ vs LB-NL+	-0.0637399209047569	0.743729623235837
BRSK2	LB+NL+ vs LB-NL+	-0.0342959700496145	0.941926805046634
BSG	LB+NL+ vs LB-NL+	-0.0678456895081758	0.598206443892654
BSN	LB+NL+ vs LB-NL+	0.426536413598287	0.189748446155954
BSPRY	LB+NL+ vs LB-NL+	0.1960016813955	0.455249462228721
BTN3A3	LB+NL+ vs LB-NL+	-0.124555507168924	0.844845553073767
BUB3	LB+NL+ vs LB-NL+	-0.167667791076129	0.137824524400503
BZW1	LB+NL+ vs LB-NL+	-0.151890748784118	0.518889727973681
C10orf76	LB+NL+ vs LB-NL+	0.0996267187418996	0.660088557656687
C11orf54	LB+NL+ vs LB-NL+	0.0292622168078807	0.978666654407654
C11orf68	LB+NL+ vs LB-NL+	0.0240626525023266	0.964601665496609
C12orf57	LB+NL+ vs LB-NL+	0.0912108798611116	0.605709620525078
C14orf159	LB+NL+ vs LB-NL+	-0.324051645243591	0.302243349701193
C14orf166	LB+NL+ vs LB-NL+	-0.155036050878527	0.10992418545745
C16orf13	LB+NL+ vs LB-NL+	0.229288114678211	0.144443673375395
C16orf58	LB+NL+ vs LB-NL+	0.0171155428610041	0.985200646895909
C16orf62	LB+NL+ vs LB-NL+	0.129031157066176	0.264792283969021
C16orf70	LB+NL+ vs LB-NL+	0.260507747720544	0.163834204574168
C17orf59	LB+NL+ vs LB-NL+	0.133546522354128	0.244887361297693
C1orf123	LB+NL+ vs LB-NL+	0.0430388049076287	0.860916856594683
C1orf198	LB+NL+ vs LB-NL+	-0.164515692121462	0.381217949837903
C1orf95	LB+NL+ vs LB-NL+	0.823722550084331	0.00083644612861733
C1QA	LB+NL+ vs LB-NL+	-0.0403571839951916	0.984490134320174
C1QB	LB+NL+ vs LB-NL+	-0.141105169766325	0.702642157164086
C1QBP	LB+NL+ vs LB-NL+	-0.119679914389492	0.205373165341009
C20orf27	LB+NL+ vs LB-NL+	0.539839863225624	0.0444063333995286
C21orf33	LB+NL+ vs LB-NL+	0.091291478236427	0.469233315807747
C2CD2	LB+NL+ vs LB-NL+	0.0611155772689403	0.774971861515628
C2CD2L	LB+NL+ vs LB-NL+	0.326400747341386	0.118414090121017
C2orf43	LB+NL+ vs LB-NL+	0.128483479767119	0.668820063642156
C2orf88	LB+NL+ vs LB-NL+	-0.28473079574786	0.0300116867492828
C3	LB+NL+ vs LB-NL+	0.139681540251584	0.787413587946508
C4BPA	LB+NL+ vs LB-NL+	0.057468864020711	0.904970490371289
C6orf136	LB+NL+ vs LB-NL+	-0.205628548374913	0.499659918735426
C8orf82	LB+NL+ vs LB-NL+	-0.107865568543046	0.572630655269906
C9orf172	LB+NL+ vs LB-NL+	0.155440296517212	0.490672527938547
C9orf64	LB+NL+ vs LB-NL+	0.0497907323165518	0.876991996198742
CA1	LB+NL+ vs LB-NL+	0.391682084216812	0.165479265665193
CA2	LB+NL+ vs LB-NL+	-0.0302376221381776	0.963068288482809
CA3	LB+NL+ vs LB-NL+	0.169572034153049	0.807088489375856
CAAP1	LB+NL+ vs LB-NL+	0.029446844604747	0.847148349659744
CAB39	LB+NL+ vs LB-NL+	-0.129471964566783	0.177779218814497
CAB39L	LB+NL+ vs LB-NL+	-0.0834451332606819	0.753581369940702
CACNA1A	LB+NL+ vs LB-NL+	0.171671360295919	0.693815049196964
CACNA1B	LB+NL+ vs LB-NL+	0.0854628780130121	0.878478171999806
CACNA1E	LB+NL+ vs LB-NL+	0.127285295963694	0.496638656215926
CACNA2D1	LB+NL+ vs LB-NL+	-0.138855982754964	0.404719588106234
CACNA2D2	LB+NL+ vs LB-NL+	-0.115797883493005	0.494476238964571
CACNA2D3	LB+NL+ vs LB-NL+	0.322879177159018	0.238198492402615
CACYBP	LB+NL+ vs LB-NL+	-0.177486396498441	0.0980427862821849
CADM1	LB+NL+ vs LB-NL+	-0.0233672278600683	0.980022873567678
CADM2	LB+NL+ vs LB-NL+	0.162899520176197	0.156909813109545
CADM3	LB+NL+ vs LB-NL+	0.367480452668008	0.0213954860306281
CADM4	LB+NL+ vs LB-NL+	-0.0760992895653715	0.490789140981445
CADPS	LB+NL+ vs LB-NL+	0.0173782293618762	0.982495731150248
CALB1	LB+NL+ vs LB-NL+	0.406502800774172	0.495206651203347
CALB2	LB+NL+ vs LB-NL+	-0.347710571759027	0.270340902526593
CALD1	LB+NL+ vs LB-NL+	0.198600048843247	0.190904051797789
CALM1	LB+NL+ vs LB-NL+	0.104420270061515	0.722755281885158
CALR	LB+NL+ vs LB-NL+	-0.129312322918257	0.223498704278152
CALU	LB+NL+ vs LB-NL+	0.120237406915842	0.512480224491661
CAMK1	LB+NL+ vs LB-NL+	0.223377868000968	0.102684093704846
CAMK1D	LB+NL+ vs LB-NL+	0.438481090932847	0.14315127061158
CAMK2A	LB+NL+ vs LB-NL+	0.257567988388914	0.185371403313036
CAMK2B	LB+NL+ vs LB-NL+	0.319625171832722	0.0463570658589695
CAMK2D	LB+NL+ vs LB-NL+	-0.282329928433341	0.0397157977706178
CAMK2G	LB+NL+ vs LB-NL+	-0.197196094331583	0.0546198513469565
CAMK4	LB+NL+ vs LB-NL+	0.620017898908292	0.0383841478670111
CAMKK1	LB+NL+ vs LB-NL+	0.16447387595902	0.412246879294386
CAMKV	LB+NL+ vs LB-NL+	-0.382576138726279	0.30282546954821
CAMLG	LB+NL+ vs LB-NL+	0.0781229192972331	0.727833793242414
CAMSAP2	LB+NL+ vs LB-NL+	-0.00599389694782014	0.997518860977358
CAMSAP3	LB+NL+ vs LB-NL+	0.0197410851496097	0.985540499406056
CAND1	LB+NL+ vs LB-NL+	0.0342551416794437	0.678806180117252
CAND2	LB+NL+ vs LB-NL+	-0.00662084249270168	0.998493752031424
CANX	LB+NL+ vs LB-NL+	-0.0783727648470056	0.145973758775007
CAP1	LB+NL+ vs LB-NL+	0.10565446564572	0.119688985427163
CAP2	LB+NL+ vs LB-NL+	0.215412675662442	0.0593292737455156
CAPG	LB+NL+ vs LB-NL+	-0.108221386402736	0.770915613487482
CAPN1	LB+NL+ vs LB-NL+	-0.0611540718696149	0.65582580692565
CAPN2	LB+NL+ vs LB-NL+	-0.0491438258332472	0.837350621409648
CAPNS1	LB+NL+ vs LB-NL+	-0.076704145172714	0.536022343136985
CAPRIN1	LB+NL+ vs LB-NL+	-0.00733257149335889	0.999002237430492
CAPS	LB+NL+ vs LB-NL+	-0.16099298046971	0.914377794726053
CAPZA1	LB+NL+ vs LB-NL+	-0.0287322623671379	0.90154265688031
CAPZA2	LB+NL+ vs LB-NL+	0.120099436428517	0.122334960588531
CAPZB	LB+NL+ vs LB-NL+	0.109508779645123	0.0162732406600122
CARHSP1	LB+NL+ vs LB-NL+	0.227605376687176	0.622184823071256
CARKD	LB+NL+ vs LB-NL+	-0.0232741998241548	0.861384153305047
CARNS1	LB+NL+ vs LB-NL+	-0.25829214812128	0.317259482247641
CARS	LB+NL+ vs LB-NL+	0.0806513236844243	0.195007746002994
CARS2	LB+NL+ vs LB-NL+	0.11204453025874	0.969783965545837
CASK	LB+NL+ vs LB-NL+	0.147431766543555	0.0855776966903257
CASKIN1	LB+NL+ vs LB-NL+	0.166608109249078	0.240224529351326
CAST	LB+NL+ vs LB-NL+	-0.318756235599156	0.00946402129127411
CAT	LB+NL+ vs LB-NL+	0.0747974092783481	0.853868936631688
CAV1	LB+NL+ vs LB-NL+	0.590554210817802	0.450219968839692
CBR1	LB+NL+ vs LB-NL+	-0.139834048972562	0.258937552736065
CBR3	LB+NL+ vs LB-NL+	0.260912240269413	0.0455862124642709
CBS	LB+NL+ vs LB-NL+	0.234670330336571	0.359358902213702
CBX3	LB+NL+ vs LB-NL+	-0.111053424896059	0.631307772798833
CC2D1A	LB+NL+ vs LB-NL+	0.00842928395117745	0.997253518047072
CCBL1	LB+NL+ vs LB-NL+	-0.128657581924565	0.373885613373941
CCBL2	LB+NL+ vs LB-NL+	-0.283057451447197	0.463703566864498
CCDC124	LB+NL+ vs LB-NL+	-0.0864185563047694	0.60621909012082
CCDC127	LB+NL+ vs LB-NL+	-0.103296570018368	0.939070805429144
CCDC132	LB+NL+ vs LB-NL+	0.000922245507973726	0.999957753740173
CCDC58	LB+NL+ vs LB-NL+	-0.0501573433452656	0.818681942314049
CCDC6	LB+NL+ vs LB-NL+	0.129421593067645	0.385962970697544
CCDC90B	LB+NL+ vs LB-NL+	-0.220528571085269	0.172637384416664
CCNY	LB+NL+ vs LB-NL+	0.148496164868591	0.429761375469175
CCT2	LB+NL+ vs LB-NL+	0.00764080202791272	0.972863239359847
CCT3	LB+NL+ vs LB-NL+	-0.00204916437241827	0.99788470548213
CCT4	LB+NL+ vs LB-NL+	0.0277066065011916	0.740374623151297
CCT5	LB+NL+ vs LB-NL+	-0.0311354859733905	0.404007175538263
CCT6A	LB+NL+ vs LB-NL+	0.00329268639756096	0.992937177684445
CCT7	LB+NL+ vs LB-NL+	-0.0130314179181228	0.906854864868375
CCT8	LB+NL+ vs LB-NL+	0.01504003879013	0.919509956361965
CD14	LB+NL+ vs LB-NL+	-0.285696046437101	0.302921164495601
CD200	LB+NL+ vs LB-NL+	0.239272118148798	0.119215194345931
CD38	LB+NL+ vs LB-NL+	-0.0997556697376744	0.833067802902822
CD44	LB+NL+ vs LB-NL+	-0.0493844841251385	0.964949535875702
CD47	LB+NL+ vs LB-NL+	0.195565240312479	0.0790582834368078
CD59	LB+NL+ vs LB-NL+	0.147016722718562	0.000439267879232874
CD81	LB+NL+ vs LB-NL+	-0.124218985839329	0.153697733055508
CD9	LB+NL+ vs LB-NL+	-0.180259073211404	0.454054216355041
CD99	LB+NL+ vs LB-NL+	0.0801793385548327	0.908981744659253
CD99L2	LB+NL+ vs LB-NL+	-0.084895404040815	0.709135797772497
CDC37	LB+NL+ vs LB-NL+	-0.0567483394121968	0.618182934186546
CDC42	LB+NL+ vs LB-NL+	-0.0665302012217033	0.434630003317617
CDC42BPB	LB+NL+ vs LB-NL+	-0.00134287942461527	0.999887975678264
CDC42EP4	LB+NL+ vs LB-NL+	0.0794786670787782	0.838594062666778
CDH13	LB+NL+ vs LB-NL+	-0.362749172853745	0.319781411849927
CDH2	LB+NL+ vs LB-NL+	-0.0529965685883367	0.846459645700141
CDIPT	LB+NL+ vs LB-NL+	-0.0348321953045834	0.950456433216509
CDK18	LB+NL+ vs LB-NL+	0.287430740981404	0.190757468618979
CDK5	LB+NL+ vs LB-NL+	0.0962094648921331	0.332870567738024
CDK5RAP3	LB+NL+ vs LB-NL+	-0.0491214439738017	0.80968671222291
CDKN1B	LB+NL+ vs LB-NL+	-0.193049681241755	0.572449735928074
CDS2	LB+NL+ vs LB-NL+	0.0189843147976518	0.977615666711589
CDV3	LB+NL+ vs LB-NL+	-0.116910124809195	0.479893898148395
CELSR2	LB+NL+ vs LB-NL+	-0.0374569176631678	0.917669450256585
CEND1	LB+NL+ vs LB-NL+	0.147371980570204	0.192369390405201
CEP170	LB+NL+ vs LB-NL+	-0.135682962740542	0.800982587386126
CEP170B	LB+NL+ vs LB-NL+	0.223806398002277	0.054996139508669
CETN2	LB+NL+ vs LB-NL+	0.0792322704329324	0.739318933381254
CFB	LB+NL+ vs LB-NL+	0.16153759236386	0.71638764265028
CFH	LB+NL+ vs LB-NL+	0.131901227021327	0.63798823242216
CFL1	LB+NL+ vs LB-NL+	0.030055894527675	0.780176206511187
CFL2	LB+NL+ vs LB-NL+	-0.0534705867556552	0.835579148342335
CHCHD2	LB+NL+ vs LB-NL+	-0.244007409115728	0.384548824568248
CHCHD3	LB+NL+ vs LB-NL+	0.00563091548213036	0.996422285371331
CHCHD6	LB+NL+ vs LB-NL+	0.00494541560303061	0.998664461005084
CHDH	LB+NL+ vs LB-NL+	-0.250856205042278	0.139547938066536
CHGA	LB+NL+ vs LB-NL+	0.351848406248969	0.0793230254660329
CHGB	LB+NL+ vs LB-NL+	0.223029475757206	0.400748064495894
CHI3L1	LB+NL+ vs LB-NL+	0.253989448939699	0.666632567576382
CHID1	LB+NL+ vs LB-NL+	-0.033352408146775	0.955216241925871
CHL1	LB+NL+ vs LB-NL+	0.085535971752494	0.507215028774399
CHMP2A	LB+NL+ vs LB-NL+	-0.0608252331168124	0.71912525217752
CHMP3	LB+NL+ vs LB-NL+	-0.0380607756551177	0.857095087349714
CHMP4B	LB+NL+ vs LB-NL+	-0.055759298036078	0.785795947071525
CHMP6	LB+NL+ vs LB-NL+	0.115178135750936	0.446376092312724
CHMP7	LB+NL+ vs LB-NL+	-0.0398276675278282	0.93597054856853
CHN1	LB+NL+ vs LB-NL+	0.099477179808608	0.413401869305187
CHORDC1	LB+NL+ vs LB-NL+	-0.125205472998008	0.547415291763237
CHP1	LB+NL+ vs LB-NL+	-0.213152671690112	0.316267018670553
CIRBP	LB+NL+ vs LB-NL+	-0.21005151061642	0.537592563547277
CISD1	LB+NL+ vs LB-NL+	0.179811309790996	0.0157650500229842
CISD2	LB+NL+ vs LB-NL+	-0.0637097095620954	0.737670290269156
CKAP4	LB+NL+ vs LB-NL+	-0.145197297574477	0.509907197747406
CKAP5	LB+NL+ vs LB-NL+	-0.0411660096410654	0.571556988331215
CKB	LB+NL+ vs LB-NL+	0.0820467062729311	0.649084579664353
CKMT1A	LB+NL+ vs LB-NL+	0.14297563014158	0.190864446776631
CLASP1	LB+NL+ vs LB-NL+	-0.300640075482867	0.00709320094767385
CLASP2	LB+NL+ vs LB-NL+	0.0683448092624758	0.572193315837513
CLCC1	LB+NL+ vs LB-NL+	-0.00580304891086122	0.998396507672671
CLCN3	LB+NL+ vs LB-NL+	0.20225180031843	0.420509204434462
CLCN6	LB+NL+ vs LB-NL+	0.0303515149102173	0.943332721194559
CLDN11	LB+NL+ vs LB-NL+	-0.0253405534939325	0.992170043369126
CLDND1	LB+NL+ vs LB-NL+	-0.219372728854354	0.37716886349643
CLEC2L	LB+NL+ vs LB-NL+	-0.234793823822114	0.640459807869206
CLIC1	LB+NL+ vs LB-NL+	-0.0217453312432135	0.989987562479014
CLIC4	LB+NL+ vs LB-NL+	-0.197408583908665	0.13607841289684
CLINT1	LB+NL+ vs LB-NL+	-0.15577335087053	0.17762088435899
CLIP1	LB+NL+ vs LB-NL+	0.0225345559410732	0.965838607236579
CLIP2	LB+NL+ vs LB-NL+	0.0014154511247691	0.999828684742767
CLPB	LB+NL+ vs LB-NL+	0.125078017342583	0.59875127526941
CLPTM1	LB+NL+ vs LB-NL+	0.338700573957325	0.133370499144735
CLSTN1	LB+NL+ vs LB-NL+	0.0558114193983878	0.901802401756414
CLTA	LB+NL+ vs LB-NL+	0.103688899429178	0.479436221771427
CLTB	LB+NL+ vs LB-NL+	0.130579211281273	0.168483384224278
CLTC	LB+NL+ vs LB-NL+	0.0108113649633745	0.9763492502332
CLU	LB+NL+ vs LB-NL+	0.260739903983354	0.133041258031455
CLYBL	LB+NL+ vs LB-NL+	0.0504374839149373	0.905458405428737
CMAS	LB+NL+ vs LB-NL+	-0.240514635996783	0.0400608717196216
CMBL	LB+NL+ vs LB-NL+	0.0224904061921292	0.963027084787225
CMPK1	LB+NL+ vs LB-NL+	-0.127797480712185	0.131937227185029
CMTM4	LB+NL+ vs LB-NL+	-0.0876332377164857	0.873674844117642
CNBP	LB+NL+ vs LB-NL+	-0.396885075393641	0.0371010358700151
CNDP1	LB+NL+ vs LB-NL+	0.0340922037294671	0.991906078018065
CNDP2	LB+NL+ vs LB-NL+	-0.0708019969898061	0.525939437086669
CNKSR2	LB+NL+ vs LB-NL+	0.0258455024730169	0.979516755201949
CNN3	LB+NL+ vs LB-NL+	-0.0948744776674442	0.666158078562958
CNNM1	LB+NL+ vs LB-NL+	0.219457701900483	0.602367681311187
CNNM2	LB+NL+ vs LB-NL+	0.0685278668356111	0.906979246988754
CNP	LB+NL+ vs LB-NL+	-0.231940045241587	0.229368254186856
CNPY2	LB+NL+ vs LB-NL+	0.00775305538340437	0.992058723734642
CNRIP1	LB+NL+ vs LB-NL+	-0.148149506870627	0.290911812242887
CNTFR	LB+NL+ vs LB-NL+	-0.132782412804793	0.539488193139902
CNTN1	LB+NL+ vs LB-NL+	-0.0188904258501435	0.918122703659295
CNTN2	LB+NL+ vs LB-NL+	-0.101106795257357	0.681641546269065
CNTNAP1	LB+NL+ vs LB-NL+	0.0208100395704581	0.937684244999246
CNTNAP2	LB+NL+ vs LB-NL+	-0.0180779009219238	0.964335183863396
COA3	LB+NL+ vs LB-NL+	0.0646763188651748	0.842072630881979
COA6	LB+NL+ vs LB-NL+	0.0385546678858622	0.90364275954415
COASY	LB+NL+ vs LB-NL+	-0.0364289316117807	0.755929444144412
COCH	LB+NL+ vs LB-NL+	0.229635963586162	0.680661707910092
COL18A1	LB+NL+ vs LB-NL+	0.364420180369681	0.233071114002725
COL1A1	LB+NL+ vs LB-NL+	0.756913701030804	0.392639020370605
COL1A2	LB+NL+ vs LB-NL+	0.554506301809991	0.591200437490212
COL4A1	LB+NL+ vs LB-NL+	0.292550353498532	0.148036392825992
COL4A2	LB+NL+ vs LB-NL+	0.353026271047423	0.0864146488215018
COL6A1	LB+NL+ vs LB-NL+	0.569122308500755	0.082923747673658
COL6A2	LB+NL+ vs LB-NL+	0.267709361157033	0.740580897117794
COL6A3	LB+NL+ vs LB-NL+	0.288870806125547	0.46081490294199
COMMD4	LB+NL+ vs LB-NL+	-0.0189687156674025	0.971428094604568
COMMD9	LB+NL+ vs LB-NL+	0.0145705147909541	0.986220688453166
COMT	LB+NL+ vs LB-NL+	-0.0798215669718464	0.635028090674933
COMTD1	LB+NL+ vs LB-NL+	-0.261574536735509	0.260853225236468
COPA	LB+NL+ vs LB-NL+	-0.0271071007950315	0.964133940659559
COPB1	LB+NL+ vs LB-NL+	-0.0990097735064645	0.42491768312028
COPB2	LB+NL+ vs LB-NL+	-0.155045084355321	0.136118304671931
COPG1	LB+NL+ vs LB-NL+	-0.0750683049116307	0.689240570981127
COPG2	LB+NL+ vs LB-NL+	-0.0901370319376597	0.436568658524184
COPS2	LB+NL+ vs LB-NL+	0.0260968358891554	0.691899828930641
COPS3	LB+NL+ vs LB-NL+	0.0141186318394201	0.936740530044759
COPS4	LB+NL+ vs LB-NL+	0.0255432752634639	0.723003470538506
COPS5	LB+NL+ vs LB-NL+	-0.0424638538934052	0.654886681407781
COPS6	LB+NL+ vs LB-NL+	-0.0683505929399268	0.376683510516678
COPS7A	LB+NL+ vs LB-NL+	-0.0597180501714398	0.783570758852253
COPS7B	LB+NL+ vs LB-NL+	0.204856202450563	0.522784976001782
COPS8	LB+NL+ vs LB-NL+	0.0314866313044156	0.978643875290899
COPZ1	LB+NL+ vs LB-NL+	-0.122037859932521	0.32781899879284
COQ10B	LB+NL+ vs LB-NL+	-0.108819540038939	0.777845012986957
COQ6	LB+NL+ vs LB-NL+	0.194889212012278	0.415751969624288
COQ9	LB+NL+ vs LB-NL+	-0.172267687747395	0.147752865577845
CORO1A	LB+NL+ vs LB-NL+	0.147544730256911	0.169881431065595
CORO1B	LB+NL+ vs LB-NL+	0.0589778389525929	0.622619234609885
CORO1C	LB+NL+ vs LB-NL+	-0.206190936991036	0.228666164073233
CORO2A	LB+NL+ vs LB-NL+	-0.286137309795991	0.606121233851361
CORO2B	LB+NL+ vs LB-NL+	-0.0663593415296508	0.691832302488678
COTL1	LB+NL+ vs LB-NL+	-0.020538680615693	0.98153769319051
COX17	LB+NL+ vs LB-NL+	-0.0718403787029254	0.821677820110352
COX20	LB+NL+ vs LB-NL+	0.227374696275136	0.228519615850887
COX4I1	LB+NL+ vs LB-NL+	0.0426185700034089	0.784238526813731
COX5A	LB+NL+ vs LB-NL+	0.06204147966208	0.562913742947709
COX5B	LB+NL+ vs LB-NL+	-0.00183423643827069	0.999225100265576
COX6A1	LB+NL+ vs LB-NL+	-0.0409679138252438	0.963371875679941
COX6B1	LB+NL+ vs LB-NL+	-0.0322575888097472	0.90900516086667
COX6C	LB+NL+ vs LB-NL+	-0.0727478220559035	0.662078486301278
COX7A2	LB+NL+ vs LB-NL+	-0.169307089539148	0.207247388296128
COX7A2L	LB+NL+ vs LB-NL+	-0.00109578286636883	0.999916597960391
COX7C	LB+NL+ vs LB-NL+	0.0992457998024696	0.881386866463218
CP	LB+NL+ vs LB-NL+	-0.270310797121109	0.522938933648289
CPE	LB+NL+ vs LB-NL+	0.34846378371834	0.0458478041329666
CPLX1	LB+NL+ vs LB-NL+	0.177586296634961	0.298819157521688
CPLX2	LB+NL+ vs LB-NL+	0.310330705547193	0.134430994354019
CPM	LB+NL+ vs LB-NL+	-0.277769847276153	0.399911213877818
CPNE1	LB+NL+ vs LB-NL+	-0.307912444167752	0.0821602227964916
CPNE2	LB+NL+ vs LB-NL+	0.0743364043764441	0.830871565033007
CPNE3	LB+NL+ vs LB-NL+	-0.156185913339677	0.204396632320883
CPNE5	LB+NL+ vs LB-NL+	0.7857466067132	0.118309604452067
CPNE6	LB+NL+ vs LB-NL+	0.247155816163321	0.0451147098579302
CPPED1	LB+NL+ vs LB-NL+	-0.17903112127478	0.356354944180818
CPQ	LB+NL+ vs LB-NL+	-0.133366966020765	0.583487687649132
CPSF7	LB+NL+ vs LB-NL+	-0.29585746487052	0.00155839128138346
CPT1A	LB+NL+ vs LB-NL+	-0.199695755787567	0.148753982240009
CPT2	LB+NL+ vs LB-NL+	0.032624154828126	0.955105591232953
CRABP1	LB+NL+ vs LB-NL+	-0.53767448006661	0.232912640854919
CRAT	LB+NL+ vs LB-NL+	-0.0332980238555563	0.898258168655628
CRIP2	LB+NL+ vs LB-NL+	0.215421231200596	0.0420811990202188
CRK	LB+NL+ vs LB-NL+	-0.134041699012157	0.134765166663629
CRKL	LB+NL+ vs LB-NL+	-0.114001220064132	0.544245042790043
CRMP1	LB+NL+ vs LB-NL+	0.0407578966742641	0.919291332333282
CROCC	LB+NL+ vs LB-NL+	0.20884315383621	0.392696547025371
CRYAB	LB+NL+ vs LB-NL+	-0.261071938436777	0.260146585276452
CRYL1	LB+NL+ vs LB-NL+	-0.0607304689947727	0.823410927225238
CRYM	LB+NL+ vs LB-NL+	0.273594858540452	0.422353875033337
CRYZ	LB+NL+ vs LB-NL+	-0.00160775109600169	0.999928103503532
CRYZL1	LB+NL+ vs LB-NL+	-0.0222231923659402	0.923294776914444
CS	LB+NL+ vs LB-NL+	0.00777922718383916	0.987252695079016
CSDE1	LB+NL+ vs LB-NL+	-0.0133605205237678	0.977052365401628
CSE1L	LB+NL+ vs LB-NL+	-0.0849743036633027	0.681095437482329
CSK	LB+NL+ vs LB-NL+	-0.282559304115861	0.125905855491189
CSNK2A1	LB+NL+ vs LB-NL+	0.0516853678021025	0.553817118065983
CSNK2A2	LB+NL+ vs LB-NL+	-0.0886094513625417	0.769334927233063
CSNK2B	LB+NL+ vs LB-NL+	-0.00116042360718544	0.999835781109091
CSRP1	LB+NL+ vs LB-NL+	-0.0250543292858615	0.967227169285184
CST3	LB+NL+ vs LB-NL+	-0.0927649213923595	0.742171332740216
CSTB	LB+NL+ vs LB-NL+	0.0780422039542335	0.904455389131795
CTBP1	LB+NL+ vs LB-NL+	0.242286751386543	0.198856659320901
CTNNA1	LB+NL+ vs LB-NL+	0.0252708430160672	0.986518261194972
CTNNA2	LB+NL+ vs LB-NL+	-0.0773890335197395	0.373215429767238
CTNNA3	LB+NL+ vs LB-NL+	-0.286802897399591	0.418522325053632
CTNNB1	LB+NL+ vs LB-NL+	-0.0326284479403701	0.658836511953618
CTNNBL1	LB+NL+ vs LB-NL+	-0.178586647308023	0.127390246530134
CTNND1	LB+NL+ vs LB-NL+	0.129825033015608	0.121141159158659
CTNND2	LB+NL+ vs LB-NL+	0.022694065025088	0.927708953959745
CTPS1	LB+NL+ vs LB-NL+	0.15846727568795	0.13596824404553
CTSB	LB+NL+ vs LB-NL+	0.0933025339119843	0.834665083972278
CTSD	LB+NL+ vs LB-NL+	-0.0747309873097921	0.569631945630349
CTSL	LB+NL+ vs LB-NL+	-0.193585204756593	0.289843067424103
CTSZ	LB+NL+ vs LB-NL+	0.129221145342811	0.689385863318145
CTTN	LB+NL+ vs LB-NL+	0.0344127171077568	0.982711649300685
CUL1	LB+NL+ vs LB-NL+	0.0397951120175491	0.925010696648691
CUL2	LB+NL+ vs LB-NL+	0.102391682681222	0.439083511938325
CUL3	LB+NL+ vs LB-NL+	-0.0215765187355396	0.916794321968604
CUL4B	LB+NL+ vs LB-NL+	0.225709654267084	0.144935313039131
CUL5	LB+NL+ vs LB-NL+	0.0392570982467751	0.899162001270384
CUTA	LB+NL+ vs LB-NL+	0.079116992605893	0.778960625868815
CYB5A	LB+NL+ vs LB-NL+	-0.121494102666559	0.253934430660138
CYB5B	LB+NL+ vs LB-NL+	0.0732553866921792	0.742746901081554
CYB5R1	LB+NL+ vs LB-NL+	-0.0385659144493844	0.831756091628375
CYB5R2	LB+NL+ vs LB-NL+	-0.332560352997123	0.084495598560689
CYB5R3	LB+NL+ vs LB-NL+	-0.0619141987002856	0.582730013955424
CYC1	LB+NL+ vs LB-NL+	-0.0176217038664568	0.950691183359758
CYCS	LB+NL+ vs LB-NL+	-0.00648320316193193	0.995136216636861
CYFIP1	LB+NL+ vs LB-NL+	-0.0143913411900145	0.988350171420252
CYFIP2	LB+NL+ vs LB-NL+	0.25623823122907	0.0759670275099521
D2HGDH	LB+NL+ vs LB-NL+	-0.0445637738752655	0.943378332151927
DAAM2	LB+NL+ vs LB-NL+	-0.330021043248103	0.121980191378739
DAG1	LB+NL+ vs LB-NL+	0.0836549463971381	0.662053472716321
DAK	LB+NL+ vs LB-NL+	0.0176802644615458	0.963426725213804
DAO	LB+NL+ vs LB-NL+	-0.0100920060883244	0.999411028055553
DAP3	LB+NL+ vs LB-NL+	-0.0866393972381635	0.576830793064346
DARS	LB+NL+ vs LB-NL+	-0.0195431452360281	0.939428689147538
DARS2	LB+NL+ vs LB-NL+	-0.156170046277329	0.171110012472078
DBI	LB+NL+ vs LB-NL+	-0.0453073972374317	0.951058085150526
DBN1	LB+NL+ vs LB-NL+	-0.0881865623822606	0.442075552071014
DBNL	LB+NL+ vs LB-NL+	0.0439623025170836	0.775370010627197
DBT	LB+NL+ vs LB-NL+	-0.124496151463582	0.224103085686692
DCAKD	LB+NL+ vs LB-NL+	-0.0695536704368208	0.848415319197677
DCLK1	LB+NL+ vs LB-NL+	-0.0379572438398725	0.854121799572205
DCLK2	LB+NL+ vs LB-NL+	-0.0617439483761905	0.653777533802893
DCTN1	LB+NL+ vs LB-NL+	0.109206393460049	0.042042574363425
DCTN2	LB+NL+ vs LB-NL+	0.0641368067436338	0.465856147002221
DCTN3	LB+NL+ vs LB-NL+	0.142048780843006	0.058761944234944
DCTN4	LB+NL+ vs LB-NL+	0.199071765228295	0.00971380168872338
DCTN5	LB+NL+ vs LB-NL+	0.0593884427238094	0.659910088741505
DCUN1D1	LB+NL+ vs LB-NL+	-0.10087660131395	0.360762058145801
DCXR	LB+NL+ vs LB-NL+	0.00311143059078957	0.998951629733721
DDAH1	LB+NL+ vs LB-NL+	-0.0413314910018273	0.849374424899329
DDAH2	LB+NL+ vs LB-NL+	0.027605259812082	0.945932204727341
DDB1	LB+NL+ vs LB-NL+	-0.103915229137374	0.254712995645501
DDC	LB+NL+ vs LB-NL+	-0.218317259856061	0.698995399950314
DDHD2	LB+NL+ vs LB-NL+	0.0785087266866985	0.7310578952658
DDOST	LB+NL+ vs LB-NL+	-0.100720474594743	0.462043214146154
